<<<<<<< HEAD
Entity,Code,Year,share_deforestation_exported
Bhutan,BTN,2010,0.11671737771521276
Bhutan,BTN,2011,0.23107527550171675
Bhutan,BTN,2012,0.03747483049836029
Bhutan,BTN,2013,0.00910995164418775
Botswana,BWA,2005,27.409611204972716
Botswana,BWA,2006,20.59058822502953
Botswana,BWA,2007,77.8519774930815
Botswana,BWA,2008,48.00635339885048
Botswana,BWA,2009,53.99567081135381
Botswana,BWA,2010,70.31122836579357
Botswana,BWA,2011,20.52185159470565
Botswana,BWA,2012,4.143328405608172
Botswana,BWA,2013,37.853273549989694
Brazil,BRA,2005,24.41964345354058
Brazil,BRA,2006,24.35075026737904
Brazil,BRA,2007,23.52340951839697
Brazil,BRA,2008,18.54243478235878
Brazil,BRA,2009,16.51288968990269
Brazil,BRA,2010,15.541322215503902
Brazil,BRA,2011,15.268645158978247
Brazil,BRA,2012,19.49510705598454
Brazil,BRA,2013,21.4840766143001
Brunei,BRN,2005,29.10960963760298
Brunei,BRN,2006,17.792237833947482
Brunei,BRN,2007,52.488571280884656
Brunei,BRN,2008,10.276412060987619
Brunei,BRN,2009,11.20217886434514
Brunei,BRN,2010,5.3464525900627375
Brunei,BRN,2011,2.4501964161615715
Brunei,BRN,2012,0.238130105816512
Brunei,BRN,2013,3.5472858666197613
Burkina Faso,BFA,2005,3.31036276742789
Burkina Faso,BFA,2006,1.9169910320110826
Burkina Faso,BFA,2007,2.6481224525156453
Burkina Faso,BFA,2008,1.1596435015826707
Burkina Faso,BFA,2009,2.8376551593160193
Burkina Faso,BFA,2010,5.2999299229482695
Burkina Faso,BFA,2011,14.635447741921876
Burkina Faso,BFA,2012,12.790530467285826
Burkina Faso,BFA,2013,13.996804222971369
Burundi,BDI,2005,5.018359789304985
Burundi,BDI,2006,1.1631944594567738
Burundi,BDI,2007,0.022577501139885183
Burundi,BDI,2008,1.5552665899373057
Burundi,BDI,2009,8.472489043742895
Burundi,BDI,2010,2.715212565246663
Burundi,BDI,2011,2.773329108139443
Burundi,BDI,2012,4.297588521073974
Burundi,BDI,2013,0.9544735375108797
Cambodia,KHM,2005,0
Cambodia,KHM,2006,0
Cambodia,KHM,2007,0
Cambodia,KHM,2008,1.9175995689209788
Cambodia,KHM,2009,4.6533808055446295
Cambodia,KHM,2010,5.393432933486246
Cambodia,KHM,2011,5.903715378807097
Cambodia,KHM,2012,11.542460633810348
Cambodia,KHM,2013,7.504001335926019
Cameroon,CMR,2005,8.630148877888802
Cameroon,CMR,2006,10.16198202568583
Cameroon,CMR,2007,8.964327718822473
Cameroon,CMR,2008,8.107760536148936
Cameroon,CMR,2009,8.811941124640255
Cameroon,CMR,2010,7.532990686222743
Cameroon,CMR,2011,6.871260129911237
Cameroon,CMR,2012,6.538105760750447
Cameroon,CMR,2013,4.323460435951884
Cape Verde,CPV,2005,0.24124673811727115
Cape Verde,CPV,2006,0.05363889973922327
Cape Verde,CPV,2007,0.07609768920140476
Cape Verde,CPV,2008,0.05268866577788545
Cape Verde,CPV,2009,0.002219849363669881
Cape Verde,CPV,2010,0.0016918161086053045
Cape Verde,CPV,2011,0.004386336756024343
Cape Verde,CPV,2012,0.057412374863410276
Cape Verde,CPV,2013,0.20619002329994307
Central African Republic,CAF,2005,0.15662865576700832
Central African Republic,CAF,2006,0.09021383036391575
Central African Republic,CAF,2007,3.3043217639867395
Central African Republic,CAF,2008,4.18674961835916
Central African Republic,CAF,2009,0.6814181800661958
Central African Republic,CAF,2010,1.5114269153326676
Central African Republic,CAF,2011,5.111786873477258
Central African Republic,CAF,2012,5.024311578703468
Central African Republic,CAF,2013,4.489704530127712
Chad,TCD,2005,0.18716448724100618
Chad,TCD,2006,0.1427185394574928
Chad,TCD,2007,0.1805484929979915
Chad,TCD,2008,0.08624814598740438
Chad,TCD,2009,0.10197235215579861
Chad,TCD,2010,0.11814947285175616
Chad,TCD,2011,0.6972011594811628
Chad,TCD,2012,0.7533485566149759
Chad,TCD,2013,0.4998784263339398
Colombia,COL,2005,1.6279939017052814
Colombia,COL,2006,2.7582545030899523
Colombia,COL,2007,8.964237002157455
Colombia,COL,2008,15.646755286640449
Colombia,COL,2009,11.300728114598044
Colombia,COL,2010,0.9892433914857024
Colombia,COL,2011,1.4359605716661168
Colombia,COL,2012,2.4004740743360498
Colombia,COL,2013,4.676089210811274
Congo,COG,2005,7.840871580851591
Congo,COG,2006,7.731175813282233
Congo,COG,2007,7.638749407678601
Congo,COG,2008,4.2930549935130085
Congo,COG,2009,7.185362346961131
Congo,COG,2010,15.051757895527853
Congo,COG,2011,13.882922034182135
Congo,COG,2012,21.988274498695134
Congo,COG,2013,20.009012724196207
Costa Rica,CRI,2005,30.506336486493772
Costa Rica,CRI,2006,34.34621967706432
Costa Rica,CRI,2007,30.345053893148965
Costa Rica,CRI,2008,27.179121839268188
Costa Rica,CRI,2009,23.19330371533116
Costa Rica,CRI,2010,27.22350735752862
Costa Rica,CRI,2011,27.13560337953976
Costa Rica,CRI,2012,31.28160556101825
Costa Rica,CRI,2013,39.662102272202965
Cote d'Ivoire,CIV,2005,46.134466156685626
Cote d'Ivoire,CIV,2006,46.347398874116166
Cote d'Ivoire,CIV,2007,47.83017490596402
Cote d'Ivoire,CIV,2008,46.696957819050816
Cote d'Ivoire,CIV,2009,46.94654456024107
Cote d'Ivoire,CIV,2010,33.87597258685885
Cote d'Ivoire,CIV,2011,27.450705557412107
Cote d'Ivoire,CIV,2012,24.491163387817107
Cote d'Ivoire,CIV,2013,27.374484787769198
Cuba,CUB,2005,0.20318498593394183
Cuba,CUB,2006,0.04191367076790031
Cuba,CUB,2007,0.02538007062348085
Cuba,CUB,2008,0.03966559785894858
Cuba,CUB,2009,0.018016889554632598
Cuba,CUB,2010,0.08247464920281228
Cuba,CUB,2011,0.03440300283572044
Cuba,CUB,2012,0.022224118061158937
Cuba,CUB,2013,0.0019677280850948432
Cyprus,CYP,2005,14.112671074110514
Cyprus,CYP,2006,20.391807266112963
Cyprus,CYP,2007,6.792939620775787
Cyprus,CYP,2008,12.311099929896523
Cyprus,CYP,2009,11.006001318735223
Cyprus,CYP,2010,15.970317330615174
Cyprus,CYP,2011,28.209821633158572
Cyprus,CYP,2012,34.57426497838675
Cyprus,CYP,2013,42.97140631738935
Democratic Republic of Congo,COD,2005,0.4650711336354918
Democratic Republic of Congo,COD,2006,0.48876414232111126
Democratic Republic of Congo,COD,2007,0.7965120680985035
Democratic Republic of Congo,COD,2008,1.0288138695126732
Democratic Republic of Congo,COD,2009,3.316056881861889
Democratic Republic of Congo,COD,2010,1.522499235801118
Democratic Republic of Congo,COD,2011,0.30112717338759887
Democratic Republic of Congo,COD,2012,0.3365696995225908
Democratic Republic of Congo,COD,2013,0.6302198180438507
Dominican Republic,DOM,2005,1.2747834045373723
Dominican Republic,DOM,2006,1.0606750064646353
Dominican Republic,DOM,2007,1.0472212051840617
Dominican Republic,DOM,2008,1.6410930198874196
Dominican Republic,DOM,2009,2.966244692616409
Dominican Republic,DOM,2010,2.53216454372325
Dominican Republic,DOM,2011,2.18808729152315
Dominican Republic,DOM,2012,2.0233734515195088
Dominican Republic,DOM,2013,1.6849578078173024
Ecuador,ECU,2005,0.00047649982441131864
Ecuador,ECU,2006,0
Ecuador,ECU,2007,18.206912457994854
Ecuador,ECU,2008,25.580737394137305
Ecuador,ECU,2009,33.7261675674569
Ecuador,ECU,2010,25.123291563034677
Ecuador,ECU,2011,29.34422689226579
Ecuador,ECU,2012,28.557034205324307
Ecuador,ECU,2013,9.915979330801614
Egypt,EGY,2005,10.401091266684686
Egypt,EGY,2006,8.47228788723027
Egypt,EGY,2007,9.587504588304926
Egypt,EGY,2008,4.750692071950133
Egypt,EGY,2009,10.813721590448996
Egypt,EGY,2010,11.215266933509312
Egypt,EGY,2011,9.247742554725633
Egypt,EGY,2012,5.150599531555393
Egypt,EGY,2013,9.594449165364797
El Salvador,SLV,2005,3.00128374329462
El Salvador,SLV,2006,3.421082396347059
El Salvador,SLV,2007,1.5719700376100396
El Salvador,SLV,2008,2.9419639886845586
El Salvador,SLV,2009,4.0307677630233725
El Salvador,SLV,2010,4.056166962821382
El Salvador,SLV,2011,6.376773727944666
El Salvador,SLV,2012,6.584141661536491
El Salvador,SLV,2013,27.647179022174317
Equatorial Guinea,GNQ,2005,0
Equatorial Guinea,GNQ,2006,0
Equatorial Guinea,GNQ,2007,0
Equatorial Guinea,GNQ,2008,0
Equatorial Guinea,GNQ,2009,0
Equatorial Guinea,GNQ,2010,0.09962364401052454
Equatorial Guinea,GNQ,2011,0
Equatorial Guinea,GNQ,2012,0.019897212477581555
Equatorial Guinea,GNQ,2013,0
Eritrea,ERI,2005,1.2960819326713198
Ethiopia,ETH,2005,23.160248966035788
Ethiopia,ETH,2006,25.453337084866423
Ethiopia,ETH,2007,17.594616714316512
Ethiopia,ETH,2008,15.019959317664119
Ethiopia,ETH,2009,17.3501997091093
Ethiopia,ETH,2010,11.697848749615611
Ethiopia,ETH,2011,8.595197330335774
Ethiopia,ETH,2012,7.941145088102358
Ethiopia,ETH,2013,6.203079971564396
Fiji,FJI,2005,49.13258650889301
Fiji,FJI,2006,42.84831183314473
Fiji,FJI,2007,31.202440972265695
Fiji,FJI,2008,24.082540707645357
Fiji,FJI,2009,37.117850379084196
Fiji,FJI,2010,32.23041519616643
Fiji,FJI,2011,16.4821096026839
Fiji,FJI,2012,15.190860559627303
Fiji,FJI,2013,40.326414394405305
French Guiana,GUF,2005,0
French Guiana,GUF,2006,0
French Guiana,GUF,2007,0
French Guiana,GUF,2008,0
French Guiana,GUF,2009,0
French Guiana,GUF,2010,0
French Guiana,GUF,2011,0
French Guiana,GUF,2012,0
French Guiana,GUF,2013,0
Gabon,GAB,2005,0.504672896490343
Gabon,GAB,2006,3.2068059379110814
Gabon,GAB,2007,3.634949060090044
Gabon,GAB,2008,5.669787599140717
Gabon,GAB,2009,5.933278806550184
Gabon,GAB,2010,6.992497542722837
Gabon,GAB,2011,6.455013596875622
Gabon,GAB,2012,4.212695787414084
Gabon,GAB,2013,3.627369534252471
Gambia,GMB,2005,0.04652081887658468
Gambia,GMB,2006,1.8610181217312172
Gambia,GMB,2007,4.900999572542832
Gambia,GMB,2008,11.657210742975415
Gambia,GMB,2009,14.872700300738536
Gambia,GMB,2010,5.130658855431115
Gambia,GMB,2011,13.281819822099974
Gambia,GMB,2012,8.992048992441063
Gambia,GMB,2013,1.0396566418945545
Georgia,GEO,2005,24.964997561803717
Georgia,GEO,2006,37.89465803961177
Georgia,GEO,2007,24.14078340164719
Georgia,GEO,2008,28.632258464648093
Georgia,GEO,2009,23.36209619204557
Georgia,GEO,2010,11.234360511168076
Georgia,GEO,2011,8.938923406840226
Georgia,GEO,2012,8.958799709354933
Georgia,GEO,2013,10.264907069456768
Ghana,GHA,2005,33.56153725704179
Ghana,GHA,2006,46.70148663765074
Ghana,GHA,2007,31.04930783711296
Ghana,GHA,2008,25.5345256210896
Ghana,GHA,2009,16.59325268611896
Ghana,GHA,2010,9.51792142007799
Ghana,GHA,2011,18.622692229857968
Ghana,GHA,2012,20.246335379211356
Ghana,GHA,2013,28.144165954504324
Greece,GRC,2005,4.940309006295685
Greece,GRC,2006,4.449932623480158
Greece,GRC,2007,4.890864431463371
Greece,GRC,2008,4.757234666587723
Greece,GRC,2009,6.723797504636502
Greece,GRC,2010,9.856552709960551
Greece,GRC,2011,21.266321744120688
Greece,GRC,2012,32.46703459176024
Greece,GRC,2013,39.03625505164251
Grenada,GRD,2007,89.47681587512143
Grenada,GRD,2008,64.866839365958
Grenada,GRD,2009,37.614242938456336
Grenada,GRD,2010,59.07883728382869
Grenada,GRD,2011,60.815115061252556
Grenada,GRD,2012,82.88390131626588
Grenada,GRD,2013,63.865671461384736
Guadeloupe,GLP,2005,0
Guadeloupe,GLP,2006,0
Guadeloupe,GLP,2007,0
Guadeloupe,GLP,2008,0
Guadeloupe,GLP,2009,0
Guadeloupe,GLP,2010,0
Guadeloupe,GLP,2011,0
Guatemala,GTM,2005,39.024166559358505
Guatemala,GTM,2006,47.811774773827835
Guatemala,GTM,2007,32.17504541075463
Guatemala,GTM,2008,9.75615221395992
Guatemala,GTM,2009,6.393111892608642
Guatemala,GTM,2010,7.764208137265928
Guatemala,GTM,2011,5.986269817322106
Guatemala,GTM,2012,5.562931676332768
Guatemala,GTM,2013,3.754197453071089
Guinea,GIN,2005,4.162362583742817
Guinea,GIN,2006,5.084498213096584
Guinea,GIN,2007,4.267917239512528
Guinea,GIN,2008,2.963359031150139
Guinea,GIN,2009,2.728333040658817
Guinea,GIN,2010,3.077122397797518
Guinea,GIN,2011,1.8225870364505639
Guinea,GIN,2012,1.0038730683139372
Guinea,GIN,2013,1.244809253776578
Guinea-Bissau,GNB,2005,19.424027750261764
Guinea-Bissau,GNB,2006,12.433862093686141
Guinea-Bissau,GNB,2007,14.21363752903817
Guinea-Bissau,GNB,2008,13.872035859062818
Guinea-Bissau,GNB,2009,27.121954282288325
Guinea-Bissau,GNB,2010,9.372054588237482
Guinea-Bissau,GNB,2011,22.793145009672255
Guinea-Bissau,GNB,2012,17.544584292624688
Guinea-Bissau,GNB,2013,21.070962437397363
Guyana,GUY,2005,0.44359930076666904
Guyana,GUY,2006,0.2199193268829803
Guyana,GUY,2007,2.2246409048688274
Guyana,GUY,2008,0.5507595127200503
Guyana,GUY,2009,0.9804388705584225
Guyana,GUY,2010,1.286514708905188
Guyana,GUY,2011,18.01468802788087
Guyana,GUY,2012,19.49009607741762
Guyana,GUY,2013,19.58773617560097
Haiti,HTI,2005,0.2863922393164139
Haiti,HTI,2006,0.46187812620270147
Haiti,HTI,2007,0.427189615347671
Haiti,HTI,2008,0.5843430866464752
Haiti,HTI,2009,0.5597226485774305
Haiti,HTI,2010,0.29901029824686176
Haiti,HTI,2011,0.20588094622833558
Haiti,HTI,2012,0.18284729949956602
Haiti,HTI,2013,0.12753158026890435
Honduras,HND,2005,13.000457969340903
Honduras,HND,2006,10.792843577581264
Honduras,HND,2007,10.136381938447617
Honduras,HND,2008,13.375583818064147
Honduras,HND,2009,15.098962910022589
Honduras,HND,2010,21.645524579680917
Honduras,HND,2011,30.16434140082387
Honduras,HND,2012,37.113561187252905
Honduras,HND,2013,42.707296416172944
India,IND,2005,1.4952144631336857
India,IND,2006,1.8570595998876318
India,IND,2007,3.2167055806028957
India,IND,2008,3.757335795207601
India,IND,2009,2.6170209813020087
India,IND,2010,3.345936487842801
India,IND,2011,5.158761360998397
India,IND,2012,3.989324198925824
India,IND,2013,5.63746166925941
Indonesia,IDN,2005,40.88877523031959
Indonesia,IDN,2006,47.31145157657477
Indonesia,IDN,2007,46.620069045101204
Indonesia,IDN,2008,49.054395762592705
Indonesia,IDN,2009,52.49744351959767
Indonesia,IDN,2010,46.50657354310215
Indonesia,IDN,2011,47.10599939647514
Indonesia,IDN,2012,50.00507673050593
Indonesia,IDN,2013,50.8429631201039
Iran,IRN,2005,1.4199486106856805
Iran,IRN,2006,3.0971615798923087
Iran,IRN,2007,0.3119795177065164
Iran,IRN,2008,0.14404806971473622
Iran,IRN,2009,0.059153240084848686
Iran,IRN,2010,0.18805186701457774
Iran,IRN,2011,0.057309679345224365
Iran,IRN,2012,0.015558484371412966
Iran,IRN,2013,0.045470572355735914
Iraq,IRQ,2005,0.8695797187325348
Iraq,IRQ,2006,0.16830370591688518
Iraq,IRQ,2007,0.569741006493379
Iraq,IRQ,2008,0.7491544820113659
Iraq,IRQ,2009,0.4358410721015105
Iraq,IRQ,2010,0.36928779199949413
Iraq,IRQ,2011,0.524680440734434
Iraq,IRQ,2012,0.8267460817328324
Iraq,IRQ,2013,1.5522249400503552
Israel,ISR,2005,1.423525530191598
Israel,ISR,2006,1.1217517309136642
Israel,ISR,2007,3.524774800269491
Israel,ISR,2008,3.7843695440039085
Israel,ISR,2009,7.643826956353118
Israel,ISR,2010,12.914014064485633
Israel,ISR,2011,18.61370177017438
Israel,ISR,2012,17.343179317063314
Israel,ISR,2013,19.36038738002699
Italy,ITA,2005,10.382215303131257
Italy,ITA,2006,10.260615951756167
Italy,ITA,2007,9.96566164127873
Italy,ITA,2008,10.38266453798939
Italy,ITA,2009,8.994807265692254
Italy,ITA,2010,10.256925336168818
Italy,ITA,2011,11.726761491017168
Italy,ITA,2012,13.278480350925163
Italy,ITA,2013,15.590313074145207
Jamaica,JAM,2005,1.0465297980176163
Jamaica,JAM,2006,0.11639460551606223
Jamaica,JAM,2007,0.927032976136238
Jamaica,JAM,2008,1.0720833411007935
Jamaica,JAM,2009,2.9087434657093363
Jamaica,JAM,2010,2.5437075318683524
Jamaica,JAM,2011,1.6789426094933242
Jamaica,JAM,2012,9.45436059666555
Jamaica,JAM,2013,7.861301046152764
Japan,JPN,2005,0.07121382387043418
Japan,JPN,2006,0.13764612645747618
Japan,JPN,2007,0.1641736987784813
Japan,JPN,2008,0.23220988583260482
Japan,JPN,2009,0.409442379990896
Japan,JPN,2010,0.5580165318698689
Japan,JPN,2011,0.6144611624248673
Japan,JPN,2012,0.6086290559611077
Japan,JPN,2013,0.6488866199744499
Jordan,JOR,2005,11.129139428157918
Jordan,JOR,2006,12.85113009883863
Jordan,JOR,2007,13.644113032723782
Jordan,JOR,2008,17.994935184345813
Jordan,JOR,2009,26.461759905185524
Jordan,JOR,2010,27.587486171397778
Jordan,JOR,2011,29.438403707178512
Jordan,JOR,2012,13.974384983273971
Jordan,JOR,2013,12.180115344687408
Kenya,KEN,2005,9.625612557771767
Kenya,KEN,2006,9.212565224562528
Kenya,KEN,2007,6.94274572612073
Kenya,KEN,2008,7.383672435208717
Kenya,KEN,2009,6.83708615613507
Kenya,KEN,2010,7.293632445374955
Kenya,KEN,2011,4.571132740759708
Kenya,KEN,2012,1.3697072271078565
Kenya,KEN,2013,3.2529899916000353
Laos,LAO,2005,13.327381296694224
Laos,LAO,2006,17.72993991232544
Laos,LAO,2007,7.521446379371613
Laos,LAO,2008,9.55910389837257
Laos,LAO,2009,12.402377680927987
Laos,LAO,2010,13.50701830451727
Laos,LAO,2011,9.452439889638514
Laos,LAO,2012,7.38361883092997
Laos,LAO,2013,10.802880195782196
Lebanon,LBN,2005,2.5439691407310847
Lebanon,LBN,2006,2.447726315006489
Lebanon,LBN,2007,2.6124883788671385
Lebanon,LBN,2008,3.78728407729347
Lebanon,LBN,2009,3.466120948481048
Lebanon,LBN,2010,5.234060307111159
Lebanon,LBN,2011,4.383809213393972
Lebanon,LBN,2012,7.208094189908657
Lebanon,LBN,2013,10.978935346588726
Lesotho,LSO,2005,0
Lesotho,LSO,2006,0.13848476009655097
Lesotho,LSO,2007,0.3229911610779143
Lesotho,LSO,2008,0.1320198715714769
Lesotho,LSO,2009,0.1678772932169613
Lesotho,LSO,2010,0.03994776010560911
Lesotho,LSO,2011,0
Lesotho,LSO,2012,0
Lesotho,LSO,2013,0.005439141843368713
Liberia,LBR,2005,21.284251521803156
Liberia,LBR,2006,11.810780541471779
Liberia,LBR,2007,4.750620221608169
Liberia,LBR,2008,1.1357343454534126
Liberia,LBR,2009,4.5196896382555485
Liberia,LBR,2010,22.389170805736065
Liberia,LBR,2011,35.70210215518761
Liberia,LBR,2012,35.88132723271176
Liberia,LBR,2013,41.604845253188415
Libya,LBY,2005,0.06466925587858519
Libya,LBY,2006,0.11360887224050478
Libya,LBY,2007,0.23283456004167297
Libya,LBY,2008,0.1641581899404845
Libya,LBY,2009,0.04929397770297335
Libya,LBY,2010,0.06242852114595536
Libya,LBY,2011,0.003993063257228389
Libya,LBY,2012,0.0037701222354023537
Libya,LBY,2013,0.0012154450685345536
Madagascar,MDG,2005,2.1256207861049448
Madagascar,MDG,2006,6.736187388641474
Madagascar,MDG,2007,4.13278477978675
Madagascar,MDG,2008,4.048531502555638
Madagascar,MDG,2009,4.85050228812946
Madagascar,MDG,2010,7.789660961936147
Madagascar,MDG,2011,6.01284112361267
Madagascar,MDG,2012,5.7703846683779005
Madagascar,MDG,2013,1.6009655261191815
Malawi,MWI,2005,7.039351462619875
Malawi,MWI,2006,6.465760503434052
Malawi,MWI,2007,11.839979306693017
Malawi,MWI,2008,6.830916319325854
Malawi,MWI,2009,7.098085273642889
Malawi,MWI,2010,11.620996581296458
Malawi,MWI,2011,14.003913617166031
Malawi,MWI,2012,9.414488317629313
Malawi,MWI,2013,13.774657357421882
Malaysia,MYS,2005,62.88859007306661
Malaysia,MYS,2006,62.83579218627976
Malaysia,MYS,2007,59.49170176316723
Malaysia,MYS,2008,58.923852441466785
Malaysia,MYS,2009,61.523896540396684
Malaysia,MYS,2010,64.42128772889023
Malaysia,MYS,2011,60.28996939921236
Malaysia,MYS,2012,61.247632848428935
Malaysia,MYS,2013,63.68949007054505
Maldives,MDV,2005,0.0006546352118177577
Maldives,MDV,2006,0.12526127501446813
Mali,MLI,2005,4.441555645611417
Mali,MLI,2006,3.3021766178517264
Mali,MLI,2007,1.1369615420346944
Mali,MLI,2008,0.4865454919090366
Mali,MLI,2009,0.71712975327475
Mali,MLI,2010,1.3378612800275782
Mali,MLI,2011,1.9099171489412161
Mali,MLI,2012,3.3813205431253546
Mali,MLI,2013,1.2887751653708277
Malta,MLT,2005,0.7841979827184407
Malta,MLT,2007,21.346051067803305
Malta,MLT,2008,12.276224234461155
Malta,MLT,2009,16.243469242340623
Malta,MLT,2010,12.145681076927744
Malta,MLT,2011,7.53961908046607
Malta,MLT,2012,29.35561858261913
Malta,MLT,2013,18.918443258959837
Martinique,MTQ,2005,0
Martinique,MTQ,2006,0
Martinique,MTQ,2007,0
Martinique,MTQ,2008,0
Martinique,MTQ,2009,0
Martinique,MTQ,2010,0
Martinique,MTQ,2011,0
Martinique,MTQ,2012,0
Mauritania,MRT,2005,0.023282008913324437
Mauritania,MRT,2006,0.06552346471622572
Mauritania,MRT,2007,0.0013179715550352025
Mauritania,MRT,2008,0.0008230103899895632
Mauritania,MRT,2009,0.009389663520876198
Mauritius,MUS,2005,2.424508209693114
Mauritius,MUS,2006,1.1885588560145517
Mauritius,MUS,2007,0.8360152284516394
Mauritius,MUS,2008,1.88970358846366
Mauritius,MUS,2009,3.987457877204814
Mauritius,MUS,2010,7.178614963866647
Mauritius,MUS,2011,1.583756857631526
Mauritius,MUS,2012,1.3230318222030268
Mauritius,MUS,2013,43.83005529728403
Mexico,MEX,2005,10.6786633088589
Mexico,MEX,2006,11.68403120521929
Mexico,MEX,2007,13.537498352909418
Mexico,MEX,2008,12.688262793064636
Mexico,MEX,2009,7.163894753327912
Mexico,MEX,2010,5.808579537980889
Mexico,MEX,2011,7.535265658746085
Mexico,MEX,2012,7.129161576048894
Mexico,MEX,2013,5.955930448254565
Morocco,MAR,2005,5.197030552421923
Morocco,MAR,2006,4.91424125711267
Morocco,MAR,2007,6.398545862202187
Morocco,MAR,2008,6.224156077468717
Morocco,MAR,2009,6.723266063821912
Morocco,MAR,2010,8.26812787742665
Morocco,MAR,2011,5.520546215303678
Morocco,MAR,2012,5.420079647109044
Morocco,MAR,2013,5.208902039416218
Mozambique,MOZ,2005,3.478262656463962
Mozambique,MOZ,2006,6.760845243088151
Mozambique,MOZ,2007,7.862566445990822
